trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
224,False,"{'a': 0.01, 'e': 0.10752843013579495}",25,3,8.532151790598922,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
225,False,"{'a': 0.01, 'e': 0.1064585043792528}",30,11,-31.118107409136684,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
226,False,"{'a': 0.01, 'e': 0.10539922456186433}",30,10,24.3746448206039,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.01, 'e': 0.104350484754765}",25,3,34.94631964836636,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.01, 'e': 0.1033121800831002}",25,3,-8.216081571053058,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
229,False,"{'a': 0.01, 'e': 0.10228420671553744}",25,0,-26.790940998591786,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
230,False,"{'a': 0.01, 'e': 0.1012664618538834}",20,4,19.58239964210055,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.01, 'e': 0.1002588437228037}",30,21,-35.46457374895118,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
232,False,"{'a': 0.01, 'e': 0.09926125155964566}",25,14,20.32396101301613,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.01, 'e': 0.09827358560436154}",20,0,31.383969567389443,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
234,False,"{'a': 0.01, 'e': 0.09729574708953276}",25,3,11.043061069084679,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.01, 'e': 0.09632763823049303}",20,11,15.923656862977857,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.01, 'e': 0.09536916221554961}",20,9,-1.3938238861220693,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
237,False,"{'a': 0.01, 'e': 0.09442022319630235}",20,16,7.000715838742378,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.01, 'e': 0.09348072627805847}",35,21,22.315905516286097,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.01, 'e': 0.09255057751034329}",25,20,7.925629158777425,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.01, 'e': 0.09162968387750484}",25,9,9.655726393486182,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
241,False,"{'a': 0.01, 'e': 0.09071795328941251}",20,11,18.11907676336518,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.01, 'e': 0.08981529457224763}",35,22,21.119525031188473,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.01, 'e': 0.08892161745938634}",25,13,20.657253406684003,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.01, 'e': 0.08803683258237255}",20,11,-1.4207569496689656,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.01, 'e': 0.0871608514619813}",20,9,-26.10803524603871,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
246,False,"{'a': 0.01, 'e': 0.0862935864993705}",20,9,18.144199416533734,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.01, 'e': 0.08543495096732123}",20,0,20.605549435066184,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
248,False,"{'a': 0.01, 'e': 0.08458485900156469}",30,8,-10.254588754611381,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
249,False,"{'a': 0.01, 'e': 0.08374322559219596}",35,6,27.945084939565998,"{0: 26, 1: 2, 2: 1, 3: 0, 4: 0}",1
250,False,"{'a': 0.01, 'e': 0.08290996657517266}",20,0,21.41267425480927,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
251,False,"{'a': 0.01, 'e': 0.0820849986238988}",30,19,-10.183383089408355,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
252,False,"{'a': 0.01, 'e': 0.08126823924089167}",20,0,14.497599566096518,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
253,False,"{'a': 0.01, 'e': 0.08045960674953244}",30,21,15.739947617820798,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.01, 'e': 0.07965902028589801}",25,4,-10.540493220853246,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
255,False,"{'a': 0.01, 'e': 0.07886639979067495}",25,11,20.362484877281382,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.01, 'e': 0.07808166600115313}",20,12,14.447942567883885,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.01, 'e': 0.07730474044329974}",30,12,34.171523496678915,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.01, 'e': 0.07653554542391151}",20,0,28.383348743730075,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
259,False,"{'a': 0.01, 'e': 0.07577400402284548}",30,11,24.65825918138366,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.01, 'e': 0.07502004008532698}",25,11,18.87252028099465,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.01, 'e': 0.07427357821433388}",30,23,12.356344592620792,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.01, 'e': 0.0735345437630571}",20,15,3.533611113599715,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.01, 'e': 0.07280286282743559}",20,1,9.66909497705161,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
264,False,"{'a': 0.01, 'e': 0.0720784622387661}",20,0,27.350861417104863,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
265,False,"{'a': 0.01, 'e': 0.07136126955638605}",20,0,29.106573963014586,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
266,False,"{'a': 0.01, 'e': 0.0706512130604296}",20,3,-19.53866572604393,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
267,False,"{'a': 0.01, 'e': 0.06994822174465536}",20,5,15.391369490462306,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.01, 'e': 0.069252225309346}",20,4,-32.8171226513095,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
269,False,"{'a': 0.01, 'e': 0.06856315415427791}",30,7,9.893048486192932,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
270,False,"{'a': 0.01, 'e': 0.06788093937176144}",25,11,-16.071040391467168,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
271,False,"{'a': 0.01, 'e': 0.06720551273974976}",20,12,-2.281617231583695,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
272,False,"{'a': 0.01, 'e': 0.06653680671501686}",25,0,21.46059055925751,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
273,False,"{'a': 0.01, 'e': 0.06587475442640295}",20,13,-0.958810614961922,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
274,False,"{'a': 0.01, 'e': 0.06521928966812753}",25,0,33.999960859043796,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
275,False,"{'a': 0.01, 'e': 0.06457034689316847}",35,12,26.73362876923095,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.01, 'e': 0.06392786120670757}",20,0,3.899572145168439,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
277,False,"{'a': 0.01, 'e': 0.0632917683596407}",25,0,33.9924737538937,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
278,False,"{'a': 0.01, 'e': 0.06266200474215315}",25,7,17.88468431819588,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.01, 'e': 0.06203850737735829}",20,5,6.90660003760724,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
280,False,"{'a': 0.01, 'e': 0.06142121391500013}",20,9,19.256106344947035,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.01, 'e': 0.06081006262521795}",30,18,21.82735319146027,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.01, 'e': 0.06020499239237354}",30,12,20.729332016811163,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
283,False,"{'a': 0.01, 'e': 0.05960594270893937}",20,9,21.005730855040884,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.01, 'e': 0.05901285366944784}",20,0,0.1336127160672963,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
285,False,"{'a': 0.01, 'e': 0.05842566596450083}",20,0,17.3003605330178,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
286,False,"{'a': 0.01, 'e': 0.057844320874838456}",20,2,6.919617950461646,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
287,False,"{'a': 0.01, 'e': 0.05726876026546736}",25,6,30.984433572118228,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.01, 'e': 0.0566989265798469}",25,0,3.257834033735895,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
289,False,"{'a': 0.01, 'e': 0.056134762834133725}",20,5,25.517330701719448,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.01, 'e': 0.05557621261148306}",25,7,19.8402540594797,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.01, 'e': 0.05502322005640723}",20,0,16.957397789207686,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
292,False,"{'a': 0.01, 'e': 0.05447572986918986}",25,0,-12.601981078616529,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
293,False,"{'a': 0.01, 'e': 0.05393368730035602}",30,6,36.634263946690126,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.01, 'e': 0.053397038145197084}",25,0,28.037367768932675,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
295,False,"{'a': 0.01, 'e': 0.05286572873835037}",30,17,22.144972369067965,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.01, 'e': 0.05233970594843238}",20,6,16.472889385445082,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.01, 'e': 0.05181891717272583}",20,5,5.883623614864531,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
298,False,"{'a': 0.01, 'e': 0.05130331033191911}",20,0,15.032731503072306,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
299,False,"{'a': 0.01, 'e': 0.0507928338648985}",25,1,25.925511426694317,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
300,False,"{'a': 0.01, 'e': 0.050287436723591865}",20,11,17.32221202183374,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.01, 'e': 0.049787068367863944}",20,16,8.45315600584149,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",30,23,13.938034918360241,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,3,28.08838904356542,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,10,18.904290448660028,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,20,10.441202461172107,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,14,9.749101023948786,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,0,37.77888757010588,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
7,True,"{'a': 0, 'e': 0}",20,9,21.24058239935251,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",35,16,35.63315018024083,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,10,19.303605115207223,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,20,10.645055415855687,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
